,level_0,index,log_price,accommodates,city,number_of_reviews,review_scores_rating,grade
25724,29695,38365,4.8283137373023015,2,NYC,9,100.0,A
25725,29696,38367,5.393627546352364,4,LA,33,93.0,A
25726,29697,38368,5.075173815233828,4,NYC,25,94.0,A
25727,29699,38370,6.173786103901937,6,SF,5,92.0,A
25728,29700,38371,4.442651256490317,1,LA,1,100.0,A
25729,29701,38372,5.293304824724492,5,LA,4,100.0,A
25730,29702,38373,5.4638318050256105,2,LA,1,100.0,A
25731,29703,38374,4.59511985013459,6,DC,138,94.0,A
25732,29705,38376,5.298317366548036,9,DC,1,100.0,A
25733,29706,38378,5.135798437050261,4,NYC,1,100.0,A
25734,29707,38379,4.477336814478207,5,NYC,2,100.0,A
25735,29708,38380,5.521460917862246,3,NYC,1,80.0,B
25736,29709,38382,4.4998096703302615,4,DC,1,100.0,A
25737,29710,38384,4.02535169073515,1,NYC,7,97.0,A
25738,29711,38385,4.248495242049359,1,LA,3,73.0,C
25739,29712,38386,4.382026634673881,2,NYC,18,97.0,A
25740,29713,38387,5.293304824724492,16,LA,74,87.0,B
25741,29714,38388,5.247024072160486,5,SF,6,93.0,A
25742,29715,38389,4.9344739331306915,3,LA,222,87.0,B
25743,29716,38390,5.0106352940962555,2,LA,2,100.0,A
25744,29718,38393,4.553876891600541,2,LA,8,98.0,A
25745,29719,38394,4.787491742782046,2,NYC,156,97.0,A
25746,29720,38395,4.653960350157523,3,NYC,1,80.0,B
25747,29721,38397,4.90527477843843,2,SF,84,98.0,A
25748,29722,38400,5.298317366548036,2,NYC,17,92.0,A
25749,29723,38401,5.0689042022202315,4,NYC,19,97.0,A
25750,29724,38402,5.991464547107983,7,NYC,50,97.0,A
25751,29725,38403,4.382026634673881,2,LA,5,96.0,A
25752,29726,38405,5.298317366548036,5,NYC,13,94.0,A
25753,29727,38407,4.174387269895637,2,NYC,13,94.0,A
25754,29729,38409,5.991464547107983,8,NYC,2,100.0,A
25755,29730,38410,5.459585514144161,4,NYC,41,97.0,A
25756,29731,38411,5.1298987149230735,4,LA,5,92.0,A
25757,29733,38415,5.703782474656202,3,NYC,10,96.0,A
25758,29734,38416,4.787491742782046,2,NYC,13,96.0,A
25759,29735,38417,5.433722003554242,10,Boston,8,93.0,A
25760,29736,38418,5.459585514144161,6,SF,46,92.0,A
25761,29737,38419,5.298317366548036,3,NYC,13,80.0,B
25762,29738,38420,4.787491742782046,2,LA,75,96.0,A
25763,29739,38421,4.605170185988092,1,NYC,15,95.0,A
25764,29740,38422,5.298317366548036,4,LA,11,98.0,A
25765,29741,38423,5.6167710976665735,5,LA,3,100.0,A
25766,29742,38424,4.442651256490317,4,NYC,11,80.0,B
25767,29744,38426,4.584967478670572,4,LA,36,96.0,A
25768,29745,38427,4.787491742782046,3,NYC,4,90.0,A
25769,29746,38428,5.298317366548036,2,LA,2,100.0,A
25770,29747,38430,4.787491742782046,3,NYC,2,90.0,A
25771,29748,38431,4.442651256490317,4,NYC,44,95.0,A
25772,29749,38432,4.605170185988092,4,Chicago,33,94.0,A
25773,29750,38435,4.442651256490317,2,LA,4,100.0,A
25774,29751,38436,4.382026634673881,3,NYC,1,100.0,A
25775,29752,38437,5.6167710976665735,4,NYC,6,97.0,A
25776,29754,38439,6.591673732008657,16,LA,1,100.0,A
25777,29755,38441,4.700480365792417,2,NYC,78,98.0,A
25778,29756,38443,4.465908118654584,4,NYC,69,96.0,A
25779,29757,38445,4.3694478524670215,3,NYC,15,99.0,A
25780,29758,38446,4.382026634673881,3,LA,7,93.0,A
25781,29759,38447,4.8283137373023015,2,DC,11,96.0,A
25782,29760,38448,4.0943445622221,1,NYC,1,100.0,A
25783,29761,38453,4.4998096703302615,2,NYC,191,95.0,A
25784,29762,38455,4.605170185988092,1,NYC,1,80.0,B
25785,29763,38457,4.941642422609304,6,SF,4,100.0,A
25786,29764,38459,5.3706380281276624,5,NYC,20,96.0,A
25787,29765,38465,4.48863636973214,2,LA,206,95.0,A
25788,29766,38466,5.214935757608987,6,NYC,125,93.0,A
25789,29767,38467,5.5174528964647065,2,NYC,1,100.0,A
25790,29769,38469,6.683360945766275,6,LA,7,100.0,A
25791,29770,38470,4.927253685157205,3,NYC,1,86.0,B
25792,29771,38471,4.927253685157205,3,NYC,69,93.0,A
25793,29772,38472,4.4067192472642525,3,LA,22,98.0,A
25794,29773,38473,4.248495242049359,2,NYC,5,76.0,C
25795,29774,38474,5.0369526024136295,2,NYC,23,96.0,A
25796,29775,38480,4.8283137373023015,2,LA,2,100.0,A
25797,29776,38481,4.553876891600541,2,NYC,13,100.0,A
25798,29777,38482,4.477336814478207,2,NYC,19,92.0,A
25799,29778,38483,4.605170185988092,3,DC,29,99.0,A
25800,29779,38484,4.477336814478207,2,NYC,8,95.0,A
25801,29780,38486,5.0106352940962555,2,LA,7,100.0,A
25802,29781,38487,4.653960350157523,3,NYC,36,86.0,B
25803,29782,38488,5.298317366548036,3,SF,5,96.0,A
25804,29783,38489,5.0106352940962555,4,NYC,4,100.0,A
25805,29784,38492,4.382026634673881,2,LA,3,100.0,A
25806,29785,38493,7.244227515603349,4,NYC,31,86.0,B
25807,29787,38495,4.262679877041316,2,NYC,1,100.0,A
25808,29788,38496,5.003946305945459,4,LA,83,98.0,A
25809,29789,38498,5.988961416889862,2,NYC,15,100.0,A
25810,29790,38500,4.48863636973214,5,Chicago,43,96.0,A
25811,29791,38501,5.44673737166631,6,LA,132,90.0,A
25812,29792,38503,5.298317366548036,8,LA,148,93.0,A
25813,29793,38504,6.214608098422191,8,NYC,31,94.0,A
25814,29794,38505,4.820281565605037,2,NYC,10,96.0,A
25815,29796,38507,4.382026634673881,3,LA,2,90.0,A
25816,29797,38508,5.3706380281276624,14,NYC,47,91.0,A
25817,29798,38510,4.8283137373023015,2,NYC,12,98.0,A
25818,29799,38511,4.90527477843843,3,LA,14,99.0,A
25819,29800,38513,4.07753744390572,1,NYC,1,100.0,A
25820,29802,38518,4.941642422609304,3,NYC,7,89.0,B
25821,29804,38520,5.105945473900579,6,Boston,10,96.0,A
25822,29805,38521,5.68697535633982,6,NYC,49,95.0,A
25823,29806,38522,4.442651256490317,2,NYC,12,92.0,A
25824,29807,38524,5.501258210544727,4,NYC,3,80.0,B
25825,29809,38526,5.303304908059076,5,SF,3,93.0,A
25826,29810,38527,4.553876891600541,2,NYC,2,100.0,A
25827,29811,38528,4.653960350157523,2,NYC,38,92.0,A
25828,29813,38530,4.634728988229637,4,LA,14,79.0,C
25829,29814,38532,5.0106352940962555,3,SF,6,90.0,A
25830,29815,38533,4.248495242049359,2,NYC,2,100.0,A
25831,29816,38535,4.867534450455582,3,LA,5,92.0,A
25832,29817,38536,5.926926025970412,4,LA,6,100.0,A
25833,29818,38537,4.59511985013459,2,LA,1,100.0,A
25834,29819,38538,4.787491742782046,2,NYC,9,98.0,A
25835,29820,38539,6.309918278226516,6,SF,11,95.0,A
25836,29821,38541,4.700480365792417,3,NYC,10,87.0,B
25837,29822,38542,4.897839799950911,2,Boston,95,99.0,A
25838,29823,38543,4.6913478822291435,2,SF,83,87.0,B
25839,29824,38544,4.59511985013459,2,NYC,308,97.0,A
25840,29825,38545,5.6167710976665735,6,SF,14,98.0,A
25841,29826,38546,4.859812404361672,2,NYC,86,98.0,A
25842,29827,38547,4.553876891600541,2,LA,203,90.0,A
25843,29828,38548,5.298317366548036,4,NYC,9,98.0,A
25844,29829,38549,5.855071922202427,5,LA,7,100.0,A
25845,29830,38550,4.007333185232471,2,Chicago,264,93.0,A
25846,29832,38552,4.248495242049359,2,LA,22,98.0,A
25847,29833,38553,4.3694478524670215,2,LA,230,88.0,B
25848,29834,38554,4.787491742782046,3,NYC,14,100.0,A
25849,29835,38555,4.248495242049359,2,Boston,150,96.0,A
25850,29836,38556,5.288267030694535,4,DC,70,92.0,A
25851,29838,38558,4.532599493153255,3,LA,6,97.0,A
25852,29840,38560,5.272999558563747,4,LA,39,96.0,A
25853,29841,38561,4.859812404361672,2,LA,2,100.0,A
25854,29842,38562,4.941642422609304,2,NYC,1,100.0,A
25855,29843,38564,4.174387269895637,4,NYC,41,95.0,A
25856,29845,38566,4.787491742782046,4,NYC,1,100.0,A
25857,29846,38567,5.1647859739235145,5,LA,16,96.0,A
25858,29847,38568,4.700480365792417,2,NYC,1,100.0,A
25859,29848,38569,5.991464547107983,4,LA,42,97.0,A
25860,29849,38570,4.867534450455582,2,Boston,4,100.0,A
25861,29850,38571,5.5174528964647065,6,LA,17,98.0,A
25862,29851,38572,5.5174528964647065,2,NYC,1,100.0,A
25863,29852,38574,4.007333185232471,2,LA,2,100.0,A
25864,29853,38575,4.007333185232471,2,NYC,2,90.0,A
25865,29854,38576,5.159055299214528,2,SF,59,98.0,A
25866,29855,38577,5.2094861528414205,3,SF,112,100.0,A
25867,29856,38578,5.0106352940962555,2,SF,23,94.0,A
25868,29857,38579,4.9344739331306915,4,LA,6,96.0,A
25869,29858,38580,4.700480365792417,2,Boston,19,97.0,A
25870,29859,38582,5.3706380281276624,10,LA,38,91.0,A
25871,29860,38583,5.991464547107983,4,NYC,1,100.0,A
25872,29861,38584,4.8283137373023015,3,NYC,106,97.0,A
25873,29862,38585,4.8283137373023015,2,NYC,61,94.0,A
25874,29863,38586,4.0943445622221,2,LA,50,91.0,A
25875,29864,38587,4.7791234931115305,4,Chicago,201,97.0,A
25876,29865,38589,4.442651256490317,2,LA,112,99.0,A
25877,29866,38590,5.855071922202427,5,LA,2,100.0,A
25878,29868,38592,4.605170185988092,2,LA,3,93.0,A
25879,29869,38593,5.298317366548036,4,NYC,4,100.0,A
25880,29870,38595,5.634789603169249,4,LA,181,95.0,A
25881,29871,38597,5.0106352940962555,2,SF,22,99.0,A
25882,29872,38599,4.248495242049359,2,NYC,4,95.0,A
25883,29873,38600,5.521460917862246,2,NYC,60,100.0,A
25884,29874,38602,5.0106352940962555,6,DC,98,89.0,B
25885,29875,38603,4.941642422609304,3,Chicago,15,92.0,A
25886,29876,38604,5.416100402204419,2,LA,1,100.0,A
25887,29878,38606,4.219507705176107,2,NYC,31,91.0,A
25888,29879,38607,4.343805421853683,2,LA,4,100.0,A
25889,29880,38608,4.189654742026425,4,DC,49,100.0,A
25890,29881,38609,5.0106352940962555,5,NYC,149,91.0,A
25891,29882,38612,5.0106352940962555,3,Boston,10,76.0,C
25892,29883,38613,5.220355825078324,6,NYC,128,89.0,B
25893,29885,38615,5.298317366548036,4,SF,2,100.0,A
25894,29886,38616,5.105945473900579,3,NYC,11,93.0,A
25895,29887,38618,4.4998096703302615,1,NYC,15,97.0,A
25896,29889,38620,4.23410650459726,1,LA,8,91.0,A
25897,29890,38621,5.700443573390688,13,LA,93,96.0,A
25898,29891,38622,6.684611727667928,6,LA,1,100.0,A
25899,29892,38623,4.0943445622221,2,NYC,7,97.0,A
25900,29894,38625,4.584967478670572,2,NYC,2,100.0,A
25901,29895,38626,4.31748811353631,2,NYC,36,95.0,A
25902,29897,38628,4.143134726391533,1,NYC,14,97.0,A
25903,29898,38629,5.288267030694535,3,NYC,31,99.0,A
25904,29899,38630,4.7791234931115305,2,LA,68,93.0,A
25905,29900,38631,5.247024072160486,3,NYC,34,99.0,A
25906,29901,38634,5.0106352940962555,2,NYC,106,96.0,A
25907,29902,38635,4.852030263919617,4,LA,5,92.0,A
25908,29903,38636,6.38856140554563,16,LA,40,96.0,A
25909,29904,38638,4.48863636973214,2,LA,5,96.0,A
25910,29905,38639,5.783825182329737,6,NYC,91,98.0,A
25911,29906,38640,5.075173815233828,4,DC,69,96.0,A
25912,29907,38642,4.653960350157523,1,NYC,19,93.0,A
25913,29908,38643,4.787491742782046,2,LA,40,91.0,A
25914,29909,38644,5.298317366548036,3,NYC,8,100.0,A
25915,29910,38645,4.007333185232471,1,NYC,1,100.0,A
25916,29911,38646,4.3694478524670215,1,NYC,13,94.0,A
25917,29913,38648,4.23410650459726,3,NYC,32,94.0,A
25918,29914,38649,4.867534450455582,2,NYC,1,100.0,A
25919,29915,38651,4.174387269895637,4,LA,3,100.0,A
25920,29916,38652,4.59511985013459,2,NYC,3,100.0,A
25921,29917,38653,4.605170185988092,4,LA,118,94.0,A
25922,29920,38656,4.553876891600541,4,NYC,9,83.0,B
25923,29921,38658,4.007333185232471,2,NYC,1,100.0,A
25924,29922,38659,4.477336814478207,3,NYC,48,94.0,A
25925,29923,38660,5.241747015059644,3,NYC,8,100.0,A
25926,29924,38661,4.0943445622221,2,NYC,55,83.0,B
25927,29925,38662,5.062595033026967,7,SF,110,98.0,A
25928,29926,38663,4.700480365792417,3,SF,91,97.0,A
25929,29928,38666,4.605170185988092,2,NYC,14,89.0,B
25930,29930,38668,5.472270673671472,6,LA,10,94.0,A
25931,29931,38670,4.787491742782046,4,NYC,5,100.0,A
25932,29932,38673,5.105945473900579,4,DC,3,100.0,A
25933,29933,38676,4.4998096703302615,4,NYC,3,100.0,A
25934,29934,38677,5.389071729816501,4,LA,20,99.0,A
25935,29935,38678,4.31748811353631,2,NYC,6,83.0,B
25936,29936,38679,5.908082938168932,8,Boston,1,100.0,A
25937,29938,38681,4.248495242049359,2,NYC,1,80.0,B
25938,29939,38682,4.248495242049359,2,NYC,9,84.0,B
25939,29940,38684,6.396929655216146,7,SF,1,100.0,A
25940,29941,38686,5.0689042022202315,5,LA,10,82.0,B
25941,29942,38687,4.382026634673881,2,LA,1,100.0,A
25942,29944,38690,5.6167710976665735,7,NYC,4,100.0,A
25943,29945,38691,4.442651256490317,2,SF,2,90.0,A
25944,29946,38692,4.4998096703302615,1,LA,6,97.0,A
25945,29947,38693,6.2633982625916245,7,LA,5,100.0,A
25946,29948,38694,4.584967478670572,4,LA,3,93.0,A
25947,29951,38697,4.4998096703302615,2,LA,24,99.0,A
25948,29952,38698,5.043425116919247,4,LA,23,97.0,A
25949,29953,38699,5.521460917862246,4,NYC,8,100.0,A
25950,29954,38700,5.521460917862246,2,LA,1,100.0,A
25951,29955,38701,4.3694478524670215,3,LA,55,95.0,A
25952,29956,38702,4.543294782270004,2,LA,43,99.0,A
25953,29957,38703,4.6913478822291435,4,Chicago,140,97.0,A
25954,29958,38704,4.174387269895637,1,Boston,24,100.0,A
25955,29959,38705,5.298317366548036,4,SF,7,89.0,B
25956,29960,38706,4.4998096703302615,2,NYC,4,95.0,A
25957,29961,38707,4.219507705176107,1,NYC,31,99.0,A
25958,29962,38708,4.867534450455582,3,Chicago,38,100.0,A
25959,29963,38709,4.174387269895637,2,LA,5,100.0,A
25960,29964,38711,4.442651256490317,6,NYC,57,94.0,A
25961,29965,38713,4.330733340286331,1,NYC,115,91.0,A
25962,29967,38717,5.298317366548036,4,NYC,1,100.0,A
25963,29969,38721,4.276666119016055,2,LA,44,97.0,A
25964,29970,38722,4.477336814478207,2,LA,141,99.0,A
25965,29971,38723,5.416100402204419,8,Chicago,11,93.0,A
25966,29972,38724,4.787491742782046,2,NYC,5,100.0,A
25967,29973,38725,4.3694478524670215,3,SF,8,83.0,B
25968,29974,38726,6.579251212010101,4,LA,63,99.0,A
25969,29975,38727,5.389071729816501,4,NYC,5,92.0,A
25970,29977,38729,4.382026634673881,1,NYC,1,100.0,A
25971,29978,38730,4.8283137373023015,2,NYC,1,100.0,A
25972,29979,38731,4.0943445622221,1,NYC,1,100.0,A
25973,29980,38733,4.382026634673881,3,Boston,44,95.0,A
25974,29981,38734,5.293304824724492,6,NYC,15,85.0,B
25975,29982,38735,4.382026634673881,3,DC,6,100.0,A
25976,29983,38738,5.135798437050261,4,DC,3,100.0,A
25977,29984,38740,4.23410650459726,1,NYC,2,100.0,A
25978,29985,38741,5.272999558563747,5,SF,8,95.0,A
25979,29986,38743,4.59511985013459,2,LA,15,100.0,A
25980,29987,38744,4.787491742782046,2,Chicago,1,100.0,A
25981,29988,38745,5.613128106388071,13,Chicago,1,80.0,B
25982,29989,38746,6.727431724850855,2,LA,8,96.0,A
25983,29990,38747,4.553876891600541,1,NYC,2,80.0,B
25984,29991,38748,4.48863636973214,2,LA,69,94.0,A
25985,29992,38749,5.68697535633982,6,DC,25,91.0,A
25986,29993,38750,4.941642422609304,2,NYC,2,80.0,B
25987,29994,38751,4.700480365792417,4,NYC,2,100.0,A
25988,29995,38753,5.3706380281276624,4,LA,53,91.0,A
25989,29996,38754,6.309918278226516,10,LA,6,88.0,B
25990,29997,38755,5.298317366548036,2,Boston,2,100.0,A
25991,29998,38757,4.442651256490317,1,NYC,18,97.0,A
25992,29999,38759,4.174387269895637,3,LA,7,96.0,A
25993,30000,38761,5.521460917862246,3,DC,1,100.0,A
25994,30001,38762,4.31748811353631,2,NYC,5,100.0,A
25995,30002,38763,4.890349128221754,4,Chicago,52,98.0,A
25996,30003,38764,5.0106352940962555,3,NYC,5,100.0,A
25997,30004,38765,4.248495242049359,5,LA,14,96.0,A
25998,30006,38767,4.836281906951479,2,NYC,212,98.0,A
25999,30007,38770,4.718498871295094,4,NYC,18,90.0,A
26000,30008,38771,4.787491742782046,2,NYC,2,90.0,A
26001,30009,38773,4.262679877041316,4,NYC,20,98.0,A
26002,30010,38774,5.135798437050261,3,NYC,26,92.0,A
26003,30011,38775,5.521460917862246,4,LA,16,99.0,A
26004,30012,38776,7.240649694255465,6,LA,8,100.0,A
26005,30013,38777,4.941642422609304,2,NYC,2,100.0,A
26006,30014,38778,4.442651256490317,2,LA,78,93.0,A
26007,30015,38779,6.476972362889682,8,NYC,27,93.0,A
26008,30016,38780,5.926926025970412,5,LA,2,80.0,B
26009,30017,38781,5.978885764901122,6,LA,4,93.0,A
26010,30018,38784,5.056245805348309,6,NYC,5,96.0,A
26011,30019,38785,4.605170185988092,5,NYC,6,90.0,A
26012,30020,38786,5.298317366548036,4,NYC,13,97.0,A
26013,30021,38787,4.74493212836325,2,LA,10,92.0,A
26014,30022,38789,5.389071729816501,2,NYC,8,90.0,A
26015,30023,38791,5.926926025970412,5,SF,10,98.0,A
26016,30024,38792,5.062595033026967,5,LA,50,96.0,A
26017,30025,38793,5.105945473900579,2,NYC,21,96.0,A
26018,30026,38794,5.214935757608987,2,Boston,10,92.0,A
26019,30027,38795,5.003946305945459,4,NYC,21,96.0,A
26020,30028,38796,4.4998096703302615,2,NYC,41,86.0,B
26021,30029,38798,4.787491742782046,2,NYC,35,93.0,A
26022,30030,38800,5.0106352940962555,2,LA,2,100.0,A
26023,30031,38801,5.1647859739235145,3,Boston,38,95.0,A
26024,30032,38803,4.31748811353631,1,NYC,5,96.0,A
26025,30034,38805,4.787491742782046,5,LA,7,83.0,B
26026,30035,38806,4.127134385045092,2,Boston,45,96.0,A
26027,30036,38808,4.59511985013459,4,LA,81,94.0,A
26028,30037,38809,4.007333185232471,2,LA,2,100.0,A
26029,30039,38812,5.4380793089231965,3,NYC,5,80.0,B
26030,30040,38813,5.0998664278242005,2,NYC,14,94.0,A
26031,30042,38816,4.787491742782046,2,NYC,17,89.0,B
26032,30043,38817,4.859812404361672,5,LA,20,78.0,C
26033,30044,38819,4.787491742782046,2,NYC,41,94.0,A
26034,30045,38823,5.0106352940962555,2,NYC,6,100.0,A
26035,30046,38824,5.1647859739235145,4,LA,31,97.0,A
26036,30048,38826,4.553876891600541,1,DC,25,97.0,A
26037,30049,38827,5.521460917862246,2,NYC,23,98.0,A
26038,30050,38829,4.043051267834549,1,NYC,3,100.0,A
26039,30051,38832,4.59511985013459,4,LA,111,83.0,B
26040,30052,38834,4.290459441148391,3,Chicago,2,100.0,A
26041,30054,38836,4.127134385045092,2,LA,42,98.0,A
26042,30055,38837,4.262679877041316,2,NYC,35,90.0,A
26043,30056,38838,5.703782474656202,5,LA,10,96.0,A
26044,30057,38839,4.4998096703302615,3,LA,37,99.0,A
26045,30058,38840,5.521460917862246,2,NYC,59,93.0,A
26046,30059,38842,4.859812404361672,2,NYC,38,98.0,A
26047,30060,38843,4.248495242049359,2,NYC,64,97.0,A
26048,30061,38844,5.393627546352364,4,LA,17,94.0,A
26049,30062,38845,5.786897381366707,8,LA,2,100.0,A
26050,30063,38846,5.1647859739235145,3,NYC,16,85.0,B
26051,30064,38847,5.181783550292085,2,NYC,5,88.0,B
26052,30066,38851,4.248495242049359,5,Chicago,14,93.0,A
26053,30067,38852,5.703782474656202,4,Boston,60,97.0,A
26054,30068,38853,4.700480365792417,2,LA,2,80.0,B
26055,30069,38854,4.48863636973214,2,NYC,104,98.0,A
26056,30070,38855,5.703782474656202,6,LA,19,93.0,A
26057,30071,38856,4.127134385045092,1,LA,52,96.0,A
26058,30072,38857,5.1929568508902095,8,NYC,38,95.0,A
26059,30073,38858,4.007333185232471,2,NYC,39,97.0,A
26060,30074,38859,5.247024072160486,4,LA,3,100.0,A
26061,30075,38860,4.976733742420574,6,LA,15,87.0,B
26062,30076,38861,4.30406509320417,5,LA,4,95.0,A
26063,30077,38862,5.093750200806762,4,Boston,73,85.0,B
26064,30078,38863,5.521460917862246,3,NYC,65,92.0,A
26065,30079,38864,4.59511985013459,2,Boston,6,100.0,A
26066,30080,38865,4.3694478524670215,2,NYC,7,86.0,B
26067,30081,38867,4.248495242049359,2,NYC,10,98.0,A
26068,30082,38868,5.356586274672011,4,SF,5,80.0,B
26069,30083,38870,5.017279836814924,6,DC,114,88.0,B
26070,30084,38871,5.814130531825067,6,Boston,2,90.0,A
26071,30085,38872,4.174387269895637,4,LA,6,100.0,A
26072,30086,38873,4.653960350157523,2,SF,272,98.0,A
26073,30087,38874,5.220355825078324,2,SF,2,100.0,A
26074,30088,38875,4.867534450455582,2,Boston,13,98.0,A
26075,30090,38877,5.298317366548036,2,NYC,27,92.0,A
26076,30091,38878,4.442651256490317,2,LA,62,100.0,A
26077,30093,38881,4.477336814478207,2,NYC,3,93.0,A
26078,30094,38882,4.02535169073515,3,NYC,1,80.0,B
26079,30095,38883,4.127134385045092,2,NYC,4,100.0,A
26080,30096,38884,4.59511985013459,2,LA,173,99.0,A
26081,30097,38885,4.553876891600541,2,Boston,38,98.0,A
26082,30098,38887,4.394449154672439,1,LA,12,100.0,A
26083,30099,38889,5.0106352940962555,4,NYC,2,100.0,A
26084,30100,38890,4.859812404361672,2,SF,6,100.0,A
26085,30101,38891,4.59511985013459,2,LA,306,97.0,A
26086,30102,38892,4.9344739331306915,1,NYC,1,100.0,A
26087,30103,38893,4.553876891600541,3,LA,46,99.0,A
26088,30104,38894,4.852030263919617,3,NYC,8,95.0,A
26089,30105,38895,4.867534450455582,2,NYC,87,97.0,A
26090,30106,38896,4.4998096703302615,2,NYC,3,93.0,A
26091,30108,38899,5.703782474656202,5,LA,25,85.0,B
26092,30109,38900,4.990432586778736,5,LA,17,99.0,A
26093,30110,38901,6.551080335043403,8,NYC,11,96.0,A
26094,30111,38903,5.521460917862246,3,NYC,8,100.0,A
26095,30112,38904,5.003946305945459,2,Chicago,5,100.0,A
26096,30113,38906,4.59511985013459,2,LA,3,100.0,A
26097,30114,38907,5.4380793089231965,3,NYC,1,100.0,A
26098,30115,38908,5.298317366548036,4,NYC,19,99.0,A
26099,30116,38909,4.68213122712422,2,NYC,2,90.0,A
26100,30117,38912,4.0943445622221,1,NYC,16,96.0,A
26101,30119,38914,5.0106352940962555,2,NYC,10,82.0,B
26102,30120,38916,4.442651256490317,2,Chicago,95,96.0,A
26103,30121,38917,5.272999558563747,2,NYC,3,100.0,A
26104,30122,38918,5.9532433342877855,4,SF,10,100.0,A
26105,30123,38919,6.1092475827643655,6,SF,20,100.0,A
26106,30124,38920,4.859812404361672,4,LA,90,99.0,A
26107,30125,38921,5.231108616854587,7,Chicago,6,93.0,A
26108,30126,38922,5.298317366548036,2,LA,14,96.0,A
26109,30127,38923,4.700480365792417,3,NYC,8,100.0,A
26110,30128,38924,4.4067192472642525,2,DC,30,98.0,A
26111,30129,38925,4.8283137373023015,2,NYC,5,96.0,A
26112,30130,38926,5.0106352940962555,4,DC,19,99.0,A
26113,30133,38929,5.135798437050261,5,NYC,23,93.0,A
26114,30135,38933,5.293304824724492,4,Boston,1,100.0,A
26115,30136,38934,6.1092475827643655,6,LA,4,100.0,A
26116,30137,38935,4.787491742782046,6,LA,9,93.0,A
26117,30138,38936,5.293304824724492,16,LA,88,90.0,A
26118,30139,38938,5.298317366548036,2,NYC,16,96.0,A
26119,30140,38939,6.476972362889682,4,NYC,69,87.0,B
26120,30141,38940,5.393627546352364,5,LA,2,100.0,A
26121,30142,38941,4.442651256490317,4,NYC,40,79.0,C
26122,30143,38942,5.594711379601837,12,LA,25,96.0,A
26123,30144,38943,5.6594822157596205,2,NYC,2,100.0,A
26124,30145,38945,4.59511985013459,2,SF,7,97.0,A
26125,30146,38946,5.811140992976701,6,Chicago,41,100.0,A
26126,30147,38947,4.382026634673881,1,NYC,4,87.0,B
26127,30148,38949,4.787491742782046,2,LA,1,100.0,A
26128,30149,38950,6.214608098422191,14,NYC,23,95.0,A
26129,30150,38952,4.430816798843313,2,DC,19,99.0,A
26130,30151,38953,5.075173815233828,5,DC,18,99.0,A
26131,30152,38954,4.941642422609304,2,NYC,3,100.0,A
26132,30153,38955,4.5217885770490405,2,LA,198,97.0,A
26133,30154,38956,5.017279836814924,2,NYC,12,92.0,A
26134,30155,38957,4.976733742420574,2,NYC,22,90.0,A
26135,30156,38958,4.4998096703302615,6,DC,143,91.0,A
26136,30157,38959,4.9344739331306915,2,LA,29,99.0,A
26137,30158,38960,5.393627546352364,2,SF,51,99.0,A
26138,30159,38961,4.174387269895637,2,LA,14,93.0,A
26139,30160,38962,4.0943445622221,6,NYC,1,80.0,B
26140,30161,38967,4.605170185988092,2,SF,2,100.0,A
26141,30162,38969,5.293304824724492,2,NYC,26,91.0,A
26142,30163,38973,5.0689042022202315,2,NYC,30,94.0,A
26143,30164,38974,4.0943445622221,2,NYC,2,90.0,A
26144,30165,38976,5.407171771460121,6,LA,68,93.0,A
26145,30166,38978,4.8283137373023015,2,Boston,1,100.0,A
26146,30168,38980,4.941642422609304,1,SF,30,91.0,A
26147,30169,38981,5.298317366548036,6,DC,5,100.0,A
26148,30170,38982,4.07753744390572,3,NYC,2,90.0,A
26149,30171,38984,4.31748811353631,5,LA,49,91.0,A
26150,30172,38986,5.666426688112433,14,LA,49,92.0,A
26151,30173,38987,4.31748811353631,2,NYC,40,92.0,A
26152,30174,38988,5.0106352940962555,6,DC,20,88.0,B
26153,30175,38989,5.0106352940962555,2,NYC,8,100.0,A
26154,30177,38991,4.6913478822291435,5,LA,80,97.0,A
26155,30178,38992,4.0943445622221,2,LA,2,100.0,A
26156,30179,38993,4.795790545596741,2,NYC,45,95.0,A
26157,30181,38995,4.787491742782046,2,LA,47,92.0,A
26158,30182,38996,4.31748811353631,1,Boston,13,94.0,A
26159,30183,39000,5.5174528964647065,2,NYC,9,91.0,A
26160,30185,39004,4.718498871295094,2,NYC,1,100.0,A
26161,30186,39005,5.298317366548036,4,NYC,14,89.0,B
26162,30187,39006,4.9344739331306915,6,LA,24,92.0,A
26163,30188,39009,5.1298987149230735,2,NYC,16,96.0,A
26164,30189,39010,4.248495242049359,2,NYC,8,93.0,A
26165,30192,39014,4.8283137373023015,2,LA,27,97.0,A
26166,30193,39015,5.0106352940962555,2,NYC,2,100.0,A
26167,30194,39016,5.135798437050261,6,Boston,23,96.0,A
26168,30195,39017,4.4998096703302615,2,NYC,70,98.0,A
26169,30196,39018,5.342334251964812,6,LA,13,97.0,A
26170,30197,39019,4.248495242049359,2,SF,4,100.0,A
26171,30198,39020,4.7535901911063645,4,DC,1,100.0,A
26172,30200,39022,5.105945473900579,4,NYC,2,100.0,A
26173,30201,39023,4.605170185988092,2,DC,61,99.0,A
26174,30202,39025,4.51085950651685,2,NYC,8,83.0,B
26175,30203,39026,5.634789603169249,5,NYC,4,95.0,A
26176,30205,39028,4.605170185988092,4,DC,3,100.0,A
